h0,h1,h2,h3,h4
-0.0028690717374718275,-0.642754937518087,0.6313701625328897,-0.593107418831356,-0.4819628557963087
-0.2350701313331323,-0.8937182692077843,0.8007469797515548,-0.9681949813042089,-0.8162485380502221
-0.6707356437933171,-0.8807320284417574,0.6936977229573446,-1.286114735939259,-1.0201846176875076
-1.1508491535803371,-0.7796970427685798,0.5038790430002785,-1.5655532871604911,-1.137077794572755
-1.6157396540895004,-0.7393574142017081,0.3743258089260152,-1.728372438136982,-1.2725020607174975
-1.998841423233322,-0.7812517405659789,0.3038487931027793,-1.8020734928372846,-1.3866435361838163
-2.2927499724366176,-0.9025872595915736,0.2696607879108395,-1.7729959936429043,-1.5198233981263536
-2.4757737696583253,-1.0638254185286933,0.32058639477666406,-1.613892647375599,-1.6475170351100894
-2.5501643199942716,-1.2476787143734867,0.3593918291564542,-1.417402072155202,-1.7200672388101241
-2.5589639680983702,-1.4002154017881472,0.4510257926891683,-1.215342767182173,-1.7811971665381077
-2.5828311152797045,-1.445240344513731,0.5216244004180782,-1.0890006628350182,-1.7827484261562268
-2.620373162697923,-1.4587336921840985,0.5828588980327057,-1.085814880255998,-1.8038474492817675
-2.6784365795503984,-1.411801942164042,0.6691467314409055,-1.1725623479198002,-1.824062523053432
-2.7317351765526796,-1.3676086154824523,0.7216893766710918,-1.2792775508111076,-1.8309449281398145
-2.772843421399611,-1.3544468428491072,0.792860196898885,-1.3622195301514843,-1.8658998277992924
-2.7796687018578394,-1.3736122562834776,0.8372100622576795,-1.382799254706431,-1.912691732154053
-2.744341231477558,-1.4831390109042675,0.8734326055058355,-1.2699397024933003,-1.9539487064095833
-2.6604218887040725,-1.6506387378105913,0.9046622018300149,-1.0205650886802586,-1.951084592595095
-2.532893843397212,-1.794632727051163,0.9220790763939282,-0.7273959628841917,-1.9677917717218556
-2.429524181624538,-1.8915023246264733,0.9286725100044935,-0.44319075009312586,-1.946695157675171
-2.367115557170835,-1.9061630631618978,0.9543327309548427,-0.2918132630628569,-1.9446708136152404
-2.3719941143248215,-1.8360704380311188,0.9719786218529636,-0.31234960440734105,-1.9453632017326528
-2.463158874163289,-1.653866765031396,1.0068930984807396,-0.5107371070293804,-1.980732440610216
-2.591418344567349,-1.4493119093969564,1.0306480868737617,-0.8829699497692652,-2.0054476554287075
-2.744292533226499,-1.2865628017393516,1.0224463408882227,-1.2869614163443086,-2.048699327465807
-2.8802960176616317,-1.16140276341923,1.0250472432241575,-1.6398818931613097,-2.0968225312800004
-2.968795046688495,-1.1755217833361098,1.0257077743855347,-1.8564762436628888,-2.1291519681646394
-2.966273460740809,-1.3277029074822317,1.0076005954381044,-1.8355410871365068,-2.1615633677831574
-2.8749554864862366,-1.5865128582853245,0.9834138764438817,-1.590861440868596,-2.160877360043377
-2.678142371769002,-1.9174066150149398,0.9837001621774133,-1.0920422770548848,-2.129032437527118
-2.43799513438025,-2.1973011728948646,1.0212217050663048,-0.47937083101759503,-2.0882333639707036
-2.1522574990654415,-2.4172774298536144,1.0563873931534729,0.14340263998942568,-2.052322802039348
-1.9165597896843134,-2.5538499939090897,1.0795171552857492,0.6353063114434281,-2.0143257339432274
-1.7539651806342762,-2.57999237133013,1.1143424596755704,0.9638221910966543,-1.9584569930538211
-1.6717248289769449,-2.518948802143174,1.1471389000109589,1.1571005853292042,-1.9097606636195539
-1.6550033951994483,-2.4312400481568783,1.168514289345638,1.2251455100876256,-1.8612474817387814
-1.6714924646407459,-2.359613044660847,1.2123278256773689,1.2217791454686586,-1.8392377517453578
-1.7059164609149309,-2.3199130654098896,1.2365217339438968,1.2234654103332288,-1.82088041279711
-1.7468718019398095,-2.3307368837466917,1.240932000238238,1.258488311455357,-1.7980029859196678
-1.751044857495307,-2.3934399068457997,1.2830444786148647,1.3419238409163057,-1.816612441812663
-1.719549747115523,-2.458103898982701,1.317575054840679,1.4630891103917698,-1.8185334106317
-1.687847436398385,-2.509264300724602,1.343423747428063,1.5454954781070793,-1.8283430210309488
-1.7126648919588565,-2.4955416404026742,1.3693331937802358,1.582110575748179,-1.8195479382543926
-1.798873266443865,-2.398309355341496,1.3840153024294692,1.4475456821050827,-1.8237008199825708
-1.9765449940248823,-2.2083682425094513,1.3659452974493769,1.1531206639453413,-1.8741447740330008
-2.18102494958305,-1.9796707063624146,1.3594766619751564,0.6836508012535014,-1.8943778991235187
-2.4029408409385318,-1.7157694728178179,1.3319091629902302,0.1375637422154577,-1.9615215260522936
-2.620122671392629,-1.5631971533213607,1.2888327341955212,-0.35400993508790557,-2.0353150532900055
