h0,h1,h2,h3,h4
-0.012125997884541655,-0.6262392262465306,0.6520690854214224,-0.5901923649196515,-0.47826126566459315
-0.5790282654497112,-0.4802175831176107,0.5563594030284129,-1.4876518553832985,-0.6245999012307439
-1.3553265060596706,-0.08791716227484228,0.19482329076595511,-2.405874923239754,-0.7066745033738187
-1.9889203388631789,0.17676804307012073,-0.11608568156771688,-3.096656101304779,-0.8145147868992915
-2.4148776512934957,0.18400698280696148,-0.25835257517023735,-3.518222037823469,-0.89576907060783
-2.6196893991824024,-0.057428817840706164,-0.18192309805074117,-3.5971609022787385,-1.0459029310486632
-2.7106719889781044,-0.5092974806239077,-0.01599770838931254,-3.404059141965125,-1.2784660297386692
-2.703743449838341,-0.9575723435206034,0.15107142716139801,-3.031897563213396,-1.560009941519425
-2.663063924729664,-1.2041072104818658,0.2439212648188806,-2.7041529701939684,-1.756316350194672
-2.7363482415453992,-1.1857368523376304,0.27103753767160915,-2.680806919814711,-1.8252498676271978
-2.8510399683003693,-0.9789566940649327,0.21870533319985203,-2.917057332321824,-1.7824686218498509
-3.03218136996217,-0.7371944270579649,0.17602350132192499,-3.261611524041404,-1.719808572455929
-3.158228480081555,-0.5951836240853347,0.1628656832230743,-3.552782806788667,-1.672781521062036
-3.204451837572599,-0.6422812929916948,0.21684499865419624,-3.680509947452359,-1.7011953679716745
-3.2101946278555524,-0.8298800775968779,0.33273504926156555,-3.562126937315782,-1.7778567743624647
-3.14979225322637,-1.0423436443188878,0.43996398578022244,-3.3414886165482582,-1.8513982411063676
-3.087034211249611,-1.1507566560177118,0.48096881258537955,-3.198255427234208,-1.909359286756859
-3.0958869177981945,-1.0304661502572854,0.47730690282524574,-3.268181014205361,-1.9043115279623823
-3.1844420025041167,-0.7418048538425988,0.4233293072803793,-3.577231771048917,-1.843463282957571
-3.2986034515290203,-0.4479025467356528,0.3032403205818144,-3.904719156619709,-1.7743585066065988
-3.3799426716358965,-0.3029346890559777,0.2590485570374823,-4.1737681784201275,-1.723457004486065
-3.361270762062924,-0.4398933830335601,0.3184157306137492,-4.19780400008523,-1.7359090360418439
-3.1883207898508292,-0.9997452717187697,0.4986654724602355,-3.72140944956229,-1.8619831498714934
-2.7036375611985584,-1.82355895965691,0.7303221488035396,-2.5674748062358512,-1.9265745722673695
-1.961151206296852,-2.5011019839480104,0.9066032159606229,-1.0095057696806673,-1.9959054524734583
-1.2623143396704006,-2.8940416093342822,0.9835929537148848,0.3444843840680442,-2.186353859891674
-0.7987088112939981,-2.961358278576151,0.9506522659569452,1.164169117726452,-2.2836529672740618
-0.7036822964221096,-2.6865257643235423,0.8793257806989344,1.2861794028588636,-2.080470922055304
-1.0542850851015728,-2.1429140781556835,0.7413264018018833,0.6702305002877041,-1.8087947299667584
-1.5964335035341177,-1.4205744005007548,0.5863237249263508,-0.43089186235952204,-1.6308332800437244
-2.1481353676047585,-0.8168390891832386,0.4309789168927546,-1.4904978453059283,-1.5163134770151356
-2.541248042233595,-0.5218876365491085,0.35385159314397113,-2.2947458702017087,-1.477712156848074
-2.818222353257269,-0.5100188934455316,0.35457959935960043,-2.79566285635097,-1.4775867535357257
-2.9593731256504743,-0.7362686983466898,0.4430696600265283,-2.9585135613592883,-1.5522821431815828
-2.98875755096978,-1.0413819188621793,0.509527355111848,-2.8596717123249986,-1.6875311742187062
-2.9968697953527865,-1.2159872244806633,0.5701448436841228,-2.783392069828667,-1.797049216311139
