h0,h1,h2,h3,h4
-2.873727600597284,-1.6622769103489319,0.740414056114477,-2.5362010185914925,-2.128844120984605
-2.9409417253365677,-1.2250010261573678,0.6448519813637622,-2.843417966066968,-2.0622176255029214
-3.007708647021662,-0.9886515157149923,0.6064871342731029,-3.1064896188606554,-2.0231254010866926
-3.0997254162124315,-0.832663186242383,0.5824140635426415,-3.3372645533932372,-1.9888493694253961
-3.149893911671506,-0.7651018466410173,0.5551695923294644,-3.489237970241131,-1.9698806289789408
-2.975408029045427,-1.3564765671250492,0.7010651722364519,-2.9233874792965393,-2.0238729251228227
-3.0478769332468088,-1.077273100112525,0.6291169161483096,-3.187720081946421,-1.9814177780262718
-3.1125283916371522,-0.8882984185100772,0.5989149828999922,-3.392422622133918,-1.9851815629866227
-2.920405408807918,-1.4302280596373744,0.699449210573278,-2.828244007145815,-2.039606772671738
-2.746723968774433,-1.6839133850732577,0.7137719342946961,-2.3433440754270247,-2.0802435798220054
-2.855852696015213,-1.2322587139526435,0.6572272824258852,-2.7119683132248165,-1.9956859530850293
-2.697092423610188,-1.5563215154798695,0.7148325053693683,-2.2454585741509034,-2.0416490091333315
-2.843310673554954,-1.1493849600820112,0.6648923650831873,-2.6199821569476804,-1.9725739878570945
-2.95990806780763,-0.920322437997657,0.6477566175854523,-2.9564886444641836,-1.943721794380202
-3.0695158670130236,-0.796213366452596,0.6280851703581912,-3.207203959409526,-1.9339491781194929
-3.1375043749033877,-0.7256572584069808,0.5973554133796461,-3.404613401328698,-1.9431482004794374
-3.2135809562771045,-0.7220659638306164,0.5962619873567045,-3.571356172815245,-1.9643262480550698
-3.008328835843842,-1.3383390552002237,0.7102305576008167,-2.97653177298565,-2.0415015766616462
-2.8569255601769408,-1.6229844905426738,0.733333721906209,-2.476811531487441,-2.0953133186412236
-2.701641411343724,-1.7713511326459628,0.7333351587807445,-2.0378426379738777,-2.1247248193791393
-2.8176363151754593,-1.266892364968985,0.6669604992305241,-2.451935627620655,-2.028239791929353
-2.6885780974346596,-1.5687435608783202,0.71910375288451,-2.0609328783615153,-2.057116663072027
-2.8271365032364275,-1.1396783337386838,0.6814749334560969,-2.5115788588699615,-2.0007454252962558
-2.737452088145809,-1.4737012066232158,0.7679505291301819,-2.1138002000218616,-2.027767759184161
-2.6152630627877693,-1.6467636034247446,0.7912942914562339,-1.7645595223981072,-2.0464768806431906
-2.7694285252572786,-1.1712881996385927,0.7391098416193344,-2.2632979126990325,-1.9825329388747674
-2.682791280508217,-1.509708360630986,0.7931775251267862,-1.9011998426378294,-2.0257429601540475
-2.8236444570576076,-1.117490195817922,0.7587547877184923,-2.365840823897958,-2.0003694759022452
-2.74831700491656,-1.4864835333897666,0.8291038054619765,-1.9984973341703627,-2.021867095581098
-2.8817965906574723,-1.1131646406221472,0.7936617562277491,-2.4667668937905285,-2.0021701754597725
-3.0013665327125327,-0.915604136857564,0.7630918235122145,-2.8308069287147632,-1.9952512824496926
-3.111063532478043,-0.8076332836332131,0.7250702616428839,-3.1091310743462435,-1.996032740398536
-3.1773423093457978,-0.7739423872003839,0.7035303152947361,-3.325257276463687,-1.9870805133547813
-3.243167123318748,-0.7599129646841682,0.6687447402752172,-3.4894571137245167,-1.9990722064894593
-3.2617948147783844,-0.7571328237162014,0.6576749072249732,-3.6493032542431485,-1.9946911781675838
-3.067404864212564,-1.3958475366667689,0.7763703744997652,-3.027298175044982,-2.0752326945235153
-2.8861148280581874,-1.703309467210264,0.793479709538009,-2.509993203972891,-2.126364262650265
-2.949294013737888,-1.274224213289381,0.7114874997675703,-2.8303115653746023,-2.0406879485226708
-3.037711096747284,-1.0186421527951504,0.6572242023532463,-3.123170893525539,-2.0021224453067346
-3.1067727555960096,-0.8661701348681404,0.6119622393986492,-3.3343710936773303,-1.9719482092352834
-3.157504893878165,-0.8111380996496915,0.5948318949696765,-3.5043902037936174,-1.9617326998786573
-2.96312504036271,-1.3741440774716678,0.707236334819764,-2.919693897745587,-2.024371218208632
-2.7997865283385712,-1.6701667248206353,0.7507227571594557,-2.4226784894375752,-2.0883689659347238
-2.8944886256456046,-1.2419066490661461,0.6774962044737478,-2.777399270697181,-2.0214121630794444
-2.7596114916848533,-1.5684101635560153,0.733329819604281,-2.320625308040327,-2.0561595418630585
-2.878307760161247,-1.1460163588160737,0.6836127848525686,-2.7121042476847554,-2.005143955738819
-2.98389691627081,-0.9113960994647231,0.6364363495632775,-3.029116398070333,-1.963046255954183
-3.0811257802193803,-0.8171379130757912,0.6204165909161238,-3.2582494005397913,-1.9453388809713053
-2.9321204127090126,-1.3692572008617732,0.7162192158321962,-2.71964496111428,-2.039426959721095
-2.7936192815563796,-1.632302564717265,0.7671724593551472,-2.2692546497300228,-2.0844290834008454
-2.659498562714282,-1.7752712985539583,0.7768934510073013,-1.879841381125932,-2.0976968659065585
-2.8001045144406294,-1.2799295712940013,0.7399466965255121,-2.3307798530615673,-2.010027109834027
-2.6998902556696547,-1.5514807236861738,0.7611226749113725,-1.9710182489492118,-2.028075312598491
-2.8175406116949304,-1.1417063694080232,0.7355770035885771,-2.4368487093048796,-1.9847186845362867
-2.70717262363167,-1.4834527810809468,0.7918257981304246,-2.0348719914026536,-2.0289975773502174
-2.8649043119343696,-1.1130387052626942,0.7571467166650985,-2.481145734019718,-2.001593066821508
-2.986003012237801,-0.9144735723891612,0.7220055280595286,-2.8380903750105024,-1.9905233098451174
-3.080977163236831,-0.7987735992564045,0.6953937376572903,-3.1144816494754655,-1.96844208995068
-3.1751617655394426,-0.7717498911847231,0.6642181299829489,-3.3370964436998904,-1.968209053633852
-3.240394928055622,-0.7435834148880942,0.6311050835920754,-3.50909874569745,-1.9714465707079394
-3.0379546655190355,-1.3546473998834414,0.7591549266123713,-2.918679230718293,-2.044248994812528
-3.1086981042247825,-1.0562547883541602,0.6772229611720335,-3.16774838226418,-2.001565210427898
-3.166651657860814,-0.888913482307018,0.6467382421727449,-3.3681060659510385,-1.986362310839093
-2.953610862364377,-1.4244296529291036,0.7323330966950828,-2.7920437439939874,-2.051064434463193
-3.046091557063385,-1.0848243568910596,0.6618034771003786,-3.070172985928732,-2.0207620662683343
-2.8663969741514688,-1.5167540172235616,0.725862216181007,-2.5517748699849174,-2.0860518965726853
-2.7323152076720225,-1.712066352461255,0.742653926753961,-2.1226523520614204,-2.1274973642223696
-2.581016148601628,-1.8146900364463616,0.7763190314076207,-1.7420837612109261,-2.1071081839895376
-2.771908480565761,-1.2836122230760774,0.710826505953043,-2.2469154467460815,-2.0125202617398483
-2.6490623022023843,-1.5410869596911032,0.7699620188221168,-1.889350144771701,-2.029248818780456
-2.5266596814220073,-1.7123238889468253,0.7890546952065575,-1.613061870113981,-2.0339811450826226
-2.471078365359504,-1.7665655943448644,0.8292452747294595,-1.3461284248400875,-2.023854957465015
-2.4139410470161935,-1.7945507947996986,0.8409306940239689,-1.1140242632814183,-2.0116683584279555
-2.6323510195856397,-1.2725399920761016,0.8318608136752811,-1.750590945137206,-1.9701957810775965
-2.560992212320776,-1.5405328980907202,0.8631355237367478,-1.4957529976405786,-2.000731537074985
-2.522161706734366,-1.6699526042249695,0.8861040067287251,-1.265274280019688,-2.0178506652203665
-2.7132623667666858,-1.2213133387504782,0.8710249558208456,-1.8741114236380745,-2.007386776081387
-2.6508015044738342,-1.5233274995066406,0.9168425776361446,-1.5959490148434514,-2.028315139264478
-2.613706550663774,-1.6934053563319635,0.9328637587734945,-1.3432774388046267,-2.045050762185396
-2.5455261690971853,-1.7926604740463985,0.9343186424269401,-1.1430607274903288,-2.0773427811682774
-2.495395594014674,-1.8418379656399075,0.9734685998801891,-0.9661768739827775,-2.0630109815793864
-2.6924834159399444,-1.3213940252351626,0.9264452594469903,-1.6215007198706906,-2.0383800635049316
-2.640593015691447,-1.5904366716737623,0.9449158211900253,-1.383388541929892,-2.0578755334630223
-2.59542090853477,-1.7417473010880116,0.9617390652775902,-1.1847037830014786,-2.0769871187830216
-2.7779864045570353,-1.2710899715780808,0.9231978262402764,-1.804813424443324,-2.0510867258872363
-2.714289721545349,-1.5794149871482752,0.9584542165455472,-1.5496861445370043,-2.0755757009738884
-2.6650413806727697,-1.737400789793986,0.9683358490735887,-1.3015777634150045,-2.0882061574774884
-2.840290566393919,-1.2407704617299529,0.9415035092964759,-1.888423963303257,-2.055739027510232
-2.9763760830805746,-0.9921228348270312,0.9071534737017445,-2.381316268770213,-2.064891863799802
-3.098882838247078,-0.8518251620701085,0.8712243018313539,-2.771015900912804,-2.0683228981467168
-3.188667221609819,-0.776425621051667,0.8405465805157629,-3.06962003517124,-2.07990471780152
-3.251920428747136,-0.7567291681106739,0.7808282498182036,-3.31857060886991,-2.07224503538169
-3.2958647271073547,-0.7517844481684437,0.744457946621348,-3.47813629031884,-2.0612256829417053
-3.0894155579235245,-1.3775272107045566,0.8405699618037035,-2.9277568408873385,-2.119845780051482
-2.906261175204157,-1.7100784056105647,0.8617527502262555,-2.430649714351111,-2.189509572379836
-2.9978118223718617,-1.2824573200040192,0.7732251180161197,-2.7921949877835432,-2.1048509589793634
-3.0813893111886808,-1.0230243474732241,0.7021393754617374,-3.077470426868572,-2.0757469302944735
-2.908111542936501,-1.4899513118879915,0.7953473881741376,-2.5634671997681338,-2.1278378296030267
-3.007159290217405,-1.119127913774706,0.7301585186730066,-2.894303392554169,-2.075791637947352
-3.0957760434977417,-0.9343457035098331,0.6867816237441935,-3.1753019529231308,-2.024896826730168
-2.909865071748356,-1.4429032460502564,0.7826722674724971,-2.686613016642209,-2.082800005344756
-2.998948653103101,-1.1190274411793562,0.7292787447580587,-2.974071787296463,-2.039656912730141
-2.8318922620896503,-1.5091069140309563,0.7889155200569808,-2.473279948610524,-2.0942180410142974
-2.7060612418794125,-1.7299925864820163,0.8081244385987013,-2.068381996572662,-2.119472646324296
-2.8456042039592377,-1.2561794265508224,0.7402517201069576,-2.5058953160645556,-2.067325224904354
-2.707381628208296,-1.558053017648257,0.7743746177148403,-2.084555848757283,-2.082947668604165
-2.8433924285039045,-1.1529823028184325,0.7206016575816232,-2.5201576283561273,-2.0315495430862223
-2.9679211674896733,-0.9231256402370893,0.6967879322460243,-2.8894037852034646,-2.017122034108147
-3.0735587877189845,-0.8079788481855587,0.6851565859444645,-3.1503662548546556,-2.0047352418922277
-2.919466380982288,-1.35347516500085,0.7683891679398708,-2.637583404507292,-2.067259972311438
-2.7879380092184167,-1.6480304689833396,0.8064346303702707,-2.1966808222194993,-2.11245239375295
-2.9127390754989735,-1.204153276166406,0.7352358654424072,-2.5951228263275903,-2.0392051129684687
-3.0285334339720706,-0.9834247234043608,0.6819102498631403,-2.9215312484390967,-2.017828694353001
-3.1072018690365155,-0.8493184950504062,0.6513614605813856,-3.1831922482131807,-2.003064623849237
-3.177156101425347,-0.7906119983374769,0.6389171430676507,-3.4060592569447663,-1.995646416168574
-3.24128237631047,-0.7546735764941153,0.6240533145747131,-3.5511176604641754,-1.996710421278837
-3.262715324587884,-0.7371515077183765,0.6116250147827782,-3.696967398751768,-1.9716893170202494
-3.2942675374004953,-0.7219599258807569,0.5905585933980221,-3.791203773924653,-1.9693299811149665
-3.3260184154395582,-0.7323677591116077,0.5531068499470656,-3.8684208380586935,-1.9747367124361321
-3.3368959099852025,-0.7393736947775447,0.5305450758042418,-3.922356458353847,-1.9691973481511171
-3.080786217573945,-1.3712346957298618,0.6715910377961503,-3.2482812681268185,-2.0393660731604593
-3.12028018106204,-1.0597286427559103,0.5958126122926234,-3.403324439569878,-2.005552252364733
-2.9186962066122075,-1.507439631926734,0.6845584720965091,-2.816440387218639,-2.0809909679803007
-2.994050695590429,-1.1348325312252396,0.6162545869884545,-3.087333814447774,-2.0030160815409332
-2.8044349608629964,-1.500245725718949,0.6808873404278979,-2.555714918988328,-2.04544827850446
-2.654013602088029,-1.6781433205735758,0.7061975790996732,-2.121283695051413,-2.077985737491878
-2.7794928646181885,-1.2082028432649297,0.6324518633423577,-2.5423581461256863,-1.9960526643316656
-2.6768300436860177,-1.5073453242889454,0.711614380620792,-2.1220337623824173,-2.0252164893527067
-2.5781380674632506,-1.6425482247510519,0.7616071830434427,-1.7625182486009805,-2.0456399418118676
-2.749382724558342,-1.207635724047699,0.7202960199531905,-2.260839067995998,-1.9705426522109448
-2.875145277773449,-0.9460707280992459,0.6801451987291433,-2.677134845458528,-1.9596100964203982
-2.7719764524664363,-1.380889070740446,0.7645353400524206,-2.268934521569683,-2.0084531203419136
-2.660361770229492,-1.6261679173371515,0.8091750537198535,-1.9145479090921802,-2.0226298276548187
-2.8194290323264064,-1.1834038059402958,0.75686701910033,-2.3962543803412006,-1.9881756094844465
-2.9628940289413235,-0.9522697272234607,0.7216399608188502,-2.780191751094414,-1.9646199571024925
-2.8292701482350116,-1.4074205959374855,0.7953224388349147,-2.3417313605198418,-2.0281274307781323
-2.711987771954948,-1.6670843780476046,0.8509161876126218,-1.9611575511218762,-2.0579658001251318
-2.620025413735219,-1.7973056431686052,0.8473557794833922,-1.6131100209021694,-2.070889799112891
